,id,quantity,order_id,product_id,price,name,order_datetime
53,54,1,10,19,2.95,Garlic Naan,2019-08-03 19:26:00
54,55,1,10,73,5.95,Bombay Aloo,2019-08-03 19:26:00
55,56,1,11,28,3.95,Onion Bhajee,2019-08-03 19:25:00
56,57,1,11,60,4.95,Sheek Kebab,2019-08-03 19:25:00
57,58,8,11,6,0.8,Plain Papadum,2019-08-03 19:25:00
58,59,2,11,3,0.5,Mango Chutney,2019-08-03 19:25:00
59,60,2,11,1,0.5,Mint Sauce,2019-08-03 19:25:00
60,61,1,11,5,0.5,Onion Chutney,2019-08-03 19:25:00
61,62,1,11,110,8.95,Chicken Tikka (Main),2019-08-03 19:25:00
62,63,1,11,102,8.95,Korma - Chicken,2019-08-03 19:25:00
63,64,1,11,103,8.95,Chicken Tikka Masala,2019-08-03 19:25:00
64,65,1,11,18,2.95,Plain Rice,2019-08-03 19:25:00
65,66,1,11,15,2.95,Pilau Rice,2019-08-03 19:25:00
66,67,2,11,13,2.95,Keema Naan,2019-08-03 19:25:00
67,68,1,11,30,3.95,French Fries,2019-08-03 19:25:00
68,69,1,11,176,9.95,Chicken Biryani,2019-08-03 19:25:00
69,70,1,11,36,3.95,Mushroom Rice,2019-08-03 19:25:00
70,71,1,12,28,3.95,Onion Bhajee,2019-08-03 19:16:00
71,72,1,12,102,8.95,Korma - Chicken,2019-08-03 19:16:00
72,73,1,12,14,2.95,Peshwari Naan,2019-08-03 19:16:00
73,74,1,12,15,2.95,Pilau Rice,2019-08-03 19:16:00
74,75,1,13,110,8.95,Chicken Tikka (Main),2019-08-03 18:37:00
75,76,1,13,103,8.95,Chicken Tikka Masala,2019-08-03 18:37:00
76,77,1,13,35,3.95,Meat Samosa,2019-08-03 18:37:00
77,78,2,14,6,0.8,Plain Papadum,2019-08-03 18:36:00
78,79,1,14,3,0.5,Mango Chutney,2019-08-03 18:36:00
79,80,1,14,1,0.5,Mint Sauce,2019-08-03 18:36:00
80,81,1,14,4,0.5,Red Sauce,2019-08-03 18:36:00
81,82,1,14,42,3.95,Keema Rice,2019-08-03 18:36:00
82,83,1,14,13,2.95,Keema Naan,2019-08-03 18:36:00
83,84,1,14,169,9.95,Chicken Chilli Garlic,2019-08-03 18:36:00
84,85,1,14,168,9.95,Lamb Hari Mirch,2019-08-03 18:36:00
85,86,1,14,81,5.95,Mushroom Bhajee,2019-08-03 18:36:00
86,87,1,15,92,7.95,Curry - Chicken,2019-08-03 18:36:00
87,88,1,15,73,5.95,Bombay Aloo,2019-08-03 18:36:00
88,89,1,15,11,2.6,Plain Naan,2019-08-03 18:36:00
89,90,1,15,38,3.95,Vegetable Rice,2019-08-03 18:36:00
90,91,1,16,212,10.95,Chicken Tikka Biryani,2019-08-03 18:34:00
91,92,1,16,82,5.95,Mixed Starter,2019-08-03 18:34:00
92,93,1,17,28,3.95,Onion Bhajee,2019-08-03 18:32:00
93,94,1,17,212,10.95,Chicken Tikka Biryani,2019-08-03 18:32:00
94,95,1,17,113,8.95,Bhuna - Chicken Tikka,2019-08-03 18:32:00
95,96,1,17,36,3.95,Mushroom Rice,2019-08-03 18:32:00
96,97,1,18,42,3.95,Keema Rice,2019-08-03 18:12:00
97,98,1,18,91,7.95,Madras - Lamb,2019-08-03 18:12:00
98,99,1,18,73,5.95,Bombay Aloo,2019-08-03 18:12:00
99,100,1,19,46,3.95,Masala Sauce,2019-08-03 18:00:00
100,101,1,19,36,3.95,Mushroom Rice,2019-08-03 18:00:00
101,102,1,19,17,2.95,Bottle Coke,2019-08-03 18:00:00
102,103,1,19,14,2.95,Peshwari Naan,2019-08-03 18:00:00
103,104,2,19,217,11.95,Tandoori Mixed Grill,2019-08-03 18:00:00
104,105,3,19,6,0.8,Plain Papadum,2019-08-03 18:00:00
105,106,1,19,1,0.5,Mint Sauce,2019-08-03 18:00:00
106,107,1,19,3,0.5,Mango Chutney,2019-08-03 18:00:00
107,108,1,19,37,3.95,Korma Sauce,2019-08-03 18:00:00
108,109,1,20,199,9.95,Pathia - Prawn,2019-08-03 17:58:00
109,110,1,20,176,9.95,Chicken Biryani,2019-08-03 17:58:00
110,111,2,20,14,2.95,Peshwari Naan,2019-08-03 17:58:00
111,112,1,20,6,0.8,Plain Papadum,2019-08-03 17:58:00
112,113,1,20,1,0.5,Mint Sauce,2019-08-03 17:58:00
113,114,1,21,105,8.95,Chicken Tikka Jalfrezi,2019-08-03 17:57:00
114,115,1,21,116,8.95,Bhuna - Lamb,2019-08-03 17:57:00
115,116,2,21,34,3.95,Special Fried Rice,2019-08-03 17:57:00
116,117,1,21,14,2.95,Peshwari Naan,2019-08-03 17:57:00
117,118,1,21,79,5.95,Aloo Gobi,2019-08-03 17:57:00
118,119,1,21,103,8.95,Chicken Tikka Masala,2019-08-03 17:57:00
119,120,1,22,35,3.95,Meat Samosa,2019-08-03 17:52:00
120,121,1,22,80,5.95,Mixed Vegetable Curry,2019-08-03 17:52:00
121,122,1,22,138,8.95,Dupiaza - Lamb,2019-08-03 17:52:00
122,123,1,22,29,3.95,Lemon Rice,2019-08-03 17:52:00
123,124,1,22,106,8.95,Methi - Lamb,2019-08-03 17:52:00
124,125,1,22,15,2.95,Pilau Rice,2019-08-03 17:52:00
125,126,1,22,19,2.95,Garlic Naan,2019-08-03 17:52:00
126,127,1,22,28,3.95,Onion Bhajee,2019-08-03 17:52:00
127,128,1,22,7,0.8,Spicy Papadum,2019-08-03 17:52:00
128,129,1,23,11,2.6,Plain Naan,2019-08-03 17:18:00
129,130,1,23,15,2.95,Pilau Rice,2019-08-03 17:18:00
130,131,1,23,103,8.95,Chicken Tikka Masala,2019-08-03 17:18:00
131,132,1,23,116,8.95,Bhuna - Lamb,2019-08-03 17:18:00
132,133,2,23,6,0.8,Plain Papadum,2019-08-03 17:18:00
133,134,1,24,170,9.95,Lamb Biryani,2019-08-03 16:21:00
134,135,2,24,11,2.6,Plain Naan,2019-08-03 16:21:00
135,136,1,25,58,4.95,Lamb Tikka,2019-08-02 20:23:00
136,137,1,25,28,3.95,Onion Bhajee,2019-08-02 20:23:00
137,138,1,25,66,5.95,Saag Paneer,2019-08-02 20:23:00
138,139,1,25,103,8.95,Chicken Tikka Masala,2019-08-02 20:23:00
139,140,1,25,42,3.95,Keema Rice,2019-08-02 20:23:00
140,141,1,25,119,8.95,Rogon - Lamb,2019-08-02 20:23:00
141,142,1,25,174,9.95,Chicken Tikka Karahi,2019-08-02 20:23:00
142,143,1,25,15,2.95,Pilau Rice,2019-08-02 20:23:00
143,144,1,25,73,5.95,Bombay Aloo,2019-08-02 20:23:00
144,145,1,26,28,3.95,Onion Bhajee,2019-08-02 20:18:00
145,146,1,26,30,3.95,French Fries,2019-08-02 20:18:00
146,147,1,26,103,8.95,Chicken Tikka Masala,2019-08-02 20:18:00
147,148,1,26,102,8.95,Korma - Chicken,2019-08-02 20:18:00
148,149,1,26,11,2.6,Plain Naan,2019-08-02 20:18:00
149,150,1,26,15,2.95,Pilau Rice,2019-08-02 20:18:00
150,151,1,27,54,4.95,Aloo Chaat,2019-08-02 19:33:00
151,152,1,27,103,8.95,Chicken Tikka Masala,2019-08-02 19:33:00
152,153,1,27,19,2.95,Garlic Naan,2019-08-02 19:33:00
153,154,1,27,15,2.95,Pilau Rice,2019-08-02 19:33:00
154,155,1,27,108,8.95,Bhuna - Chicken,2019-08-02 19:33:00
155,156,3,28,6,0.8,Plain Papadum,2019-08-02 19:19:00
156,157,1,28,29,3.95,Lemon Rice,2019-08-02 19:19:00
157,158,1,28,196,9.95,Lamb Mysore,2019-08-02 19:19:00
158,159,1,28,118,8.95,Dhansak - Chicken,2019-08-02 19:19:00
159,160,1,28,8,1.95,Chapati,2019-08-02 19:19:00
160,161,2,29,170,9.95,Lamb Biryani,2019-08-02 19:14:00
161,162,1,29,14,2.95,Peshwari Naan,2019-08-02 19:14:00
162,163,1,30,28,3.95,Onion Bhajee,2019-08-02 18:41:00
163,164,1,30,79,5.95,Aloo Gobi,2019-08-02 18:41:00
164,165,1,30,176,9.95,Chicken Biryani,2019-08-02 18:41:00
165,166,1,30,90,7.95,Madras - Chicken,2019-08-02 18:41:00
166,167,1,30,102,8.95,Korma - Chicken,2019-08-02 18:41:00
167,168,1,30,165,9.95,Chicken Balti,2019-08-02 18:41:00
168,169,1,30,130,8.95,Chicken Tikka Chilli Masala,2019-08-02 18:41:00
169,170,1,30,187,9.95,Lal Mirch Chicken,2019-08-02 18:41:00
170,171,1,30,191,9.95,Korma - Prawn,2019-08-02 18:41:00
171,172,1,30,230,12.95,Korma - King Prawn,2019-08-02 18:41:00
172,173,1,30,18,2.95,Plain Rice,2019-08-02 18:41:00
173,174,2,30,36,3.95,Mushroom Rice,2019-08-02 18:41:00
174,175,1,30,19,2.95,Garlic Naan,2019-08-02 18:41:00
175,176,1,30,13,2.95,Keema Naan,2019-08-02 18:41:00
176,177,1,30,14,2.95,Peshwari Naan,2019-08-02 18:41:00
177,178,10,30,6,0.8,Plain Papadum,2019-08-02 18:41:00
178,179,2,30,7,0.8,Spicy Papadum,2019-08-02 18:41:00
179,180,2,30,3,0.5,Mango Chutney,2019-08-02 18:41:00
180,181,6,30,5,0.5,Onion Chutney,2019-08-02 18:41:00
181,182,4,30,4,0.5,Red Sauce,2019-08-02 18:41:00
182,183,2,30,1,0.5,Mint Sauce,2019-08-02 18:41:00
183,184,1,31,93,7.95,Vindaloo - Chicken,2019-08-02 18:18:00
184,185,1,31,94,7.95,Madras - Chicken Tikka,2019-08-02 18:18:00
185,186,2,31,18,2.95,Plain Rice,2019-08-02 18:18:00
186,187,2,31,11,2.6,Plain Naan,2019-08-02 18:18:00
187,188,1,31,90,7.95,Madras - Chicken,2019-08-02 18:18:00
188,189,4,31,6,0.8,Plain Papadum,2019-08-02 18:18:00
189,190,1,31,73,5.95,Bombay Aloo,2019-08-02 18:18:00
190,191,1,32,105,8.95,Chicken Tikka Jalfrezi,2019-08-02 17:57:00
191,192,1,32,15,2.95,Pilau Rice,2019-08-02 17:57:00
192,193,2,32,6,0.8,Plain Papadum,2019-08-02 17:57:00
193,194,1,32,7,0.8,Spicy Papadum,2019-08-02 17:57:00
194,195,1,32,48,3.95,Vindaloo Sauce,2019-08-02 17:57:00
195,196,1,33,28,3.95,Onion Bhajee,2019-08-02 17:43:00
196,197,1,33,3,0.5,Mango Chutney,2019-08-02 17:43:00
197,198,1,33,35,3.95,Meat Samosa,2019-08-02 17:43:00
198,199,1,33,68,5.95,Chicken Pakora,2019-08-02 17:43:00
199,200,1,33,170,9.95,Lamb Biryani,2019-08-02 17:43:00
200,201,1,33,176,9.95,Chicken Biryani,2019-08-02 17:43:00
201,202,1,33,212,10.95,Chicken Tikka Biryani,2019-08-02 17:43:00
202,203,1,33,79,5.95,Aloo Gobi,2019-08-02 17:43:00
203,204,1,34,105,8.95,Chicken Tikka Jalfrezi,2019-08-02 17:26:00
204,205,1,34,73,5.95,Bombay Aloo,2019-08-02 17:26:00
205,206,1,34,72,5.95,Chana Masala,2019-08-02 17:26:00
206,207,1,34,112,8.95,Dupiaza - Chicken,2019-08-02 17:26:00
207,208,1,34,13,2.95,Keema Naan,2019-08-02 17:26:00
208,209,1,34,15,2.95,Pilau Rice,2019-08-02 17:26:00
209,210,1,34,36,3.95,Mushroom Rice,2019-08-02 17:26:00
210,211,1,35,71,5.95,Muttar Paneer,2019-08-02 14:11:00
211,212,1,35,19,2.95,Garlic Naan,2019-08-02 14:11:00
212,213,1,35,36,3.95,Mushroom Rice,2019-08-02 14:11:00
213,214,1,35,11,2.6,Plain Naan,2019-08-02 14:11:00
214,215,2,36,110,8.95,Chicken Tikka (Main),2019-08-02 11:35:00
215,216,1,36,217,11.95,Tandoori Mixed Grill,2019-08-02 11:35:00
216,217,1,36,103,8.95,Chicken Tikka Masala,2019-08-02 11:35:00
217,218,1,36,92,7.95,Curry - Chicken,2019-08-02 11:35:00
218,219,2,36,73,5.95,Bombay Aloo,2019-08-02 11:35:00
219,220,1,36,71,5.95,Muttar Paneer,2019-08-02 11:35:00
220,221,4,36,11,2.6,Plain Naan,2019-08-02 11:35:00
221,222,4,36,15,2.95,Pilau Rice,2019-08-02 11:35:00
222,223,1,36,42,3.95,Keema Rice,2019-08-02 11:35:00
223,224,1,36,54,4.95,Aloo Chaat,2019-08-02 11:35:00
224,225,1,36,165,9.95,Chicken Balti,2019-08-02 11:35:00
225,226,1,36,163,9.95,Chicken Shashlick,2019-08-02 11:35:00
226,227,1,36,194,9.95,Vegetable Balti,2019-08-02 11:35:00
227,228,1,36,77,5.95,Cauliflower Bhajee,2019-08-02 11:35:00
228,229,1,36,93,7.95,Vindaloo - Chicken,2019-08-02 11:35:00
229,230,1,37,167,9.95,Butter Chicken,2019-08-01 20:42:00
230,231,1,37,214,10.95,Prawn Balti,2019-08-01 20:42:00
231,232,1,38,136,8.95,Tandoori Chicken Masala,2019-08-01 19:51:00
232,233,1,38,92,7.95,Curry - Chicken,2019-08-01 19:51:00
233,234,1,38,79,5.95,Aloo Gobi,2019-08-01 19:51:00
234,235,1,38,11,2.6,Plain Naan,2019-08-01 19:51:00
235,236,1,38,15,2.95,Pilau Rice,2019-08-01 19:51:00
236,237,1,38,6,0.8,Plain Papadum,2019-08-01 19:51:00
237,238,1,38,4,0.5,Red Sauce,2019-08-01 19:51:00
238,239,1,38,3,0.5,Mango Chutney,2019-08-01 19:51:00
239,240,1,38,82,5.95,Mixed Starter,2019-08-01 19:51:00
240,241,1,39,91,7.95,Madras - Lamb,2019-08-01 19:16:00
241,242,1,39,36,3.95,Mushroom Rice,2019-08-01 19:16:00
242,243,1,39,30,3.95,French Fries,2019-08-01 19:16:00
243,244,2,39,102,8.95,Korma - Chicken,2019-08-01 19:16:00
244,245,1,39,11,2.6,Plain Naan,2019-08-01 19:16:00
245,246,1,39,19,2.95,Garlic Naan,2019-08-01 19:16:00
246,247,4,40,6,0.8,Plain Papadum,2019-08-01 18:45:00
247,248,2,40,104,8.95,Pathia - Chicken Tikka,2019-08-01 18:45:00
248,249,1,40,69,5.95,COBRA ( LARGE ),2019-08-01 18:45:00
249,250,1,40,248,17.95,House white wine 75cl,2019-08-01 18:45:00
250,251,2,40,15,2.95,Pilau Rice,2019-08-01 18:45:00
251,252,1,41,58,4.95,Lamb Tikka,2019-08-01 18:41:00
252,253,1,41,2,0.5,Lime Pickle,2019-08-01 18:41:00
253,254,1,41,5,0.5,Onion Chutney,2019-08-01 18:41:00
254,255,1,41,18,2.95,Plain Rice,2019-08-01 18:41:00
255,256,1,41,227,12.95,King Prawn Shaslick,2019-08-01 18:41:00
256,257,2,41,69,5.95,COBRA ( LARGE ),2019-08-01 18:41:00
257,258,1,42,212,10.95,Chicken Tikka Biryani,2019-08-01 18:21:00
258,259,1,42,43,3.95,Stuffed Paratha,2019-08-01 18:21:00
259,260,1,42,35,3.95,Meat Samosa,2019-08-01 18:21:00
260,261,1,43,18,2.95,Plain Rice,2019-08-01 18:02:00
261,262,2,43,11,2.6,Plain Naan,2019-08-01 18:02:00
262,263,1,43,80,5.95,Mixed Vegetable Curry,2019-08-01 18:02:00
263,264,1,43,79,5.95,Aloo Gobi,2019-08-01 18:02:00
264,265,1,43,40,3.95,Curry Sauce,2019-08-01 18:02:00
265,266,1,43,3,0.5,Mango Chutney,2019-08-01 18:02:00
266,267,1,43,12,2.95,Raitha,2019-08-01 18:02:00
267,268,1,44,90,7.95,Madras - Chicken,2019-08-01 17:59:00
268,269,1,44,11,2.6,Plain Naan,2019-08-01 17:59:00
269,270,1,44,22,2.95,Bottle Diet Coke,2019-08-01 17:59:00
270,271,1,44,18,2.95,Plain Rice,2019-08-01 17:59:00
271,272,1,45,73,5.95,Bombay Aloo,2019-08-01 17:34:00
272,273,1,45,105,8.95,Chicken Tikka Jalfrezi,2019-08-01 17:34:00
273,274,1,45,36,3.95,Mushroom Rice,2019-08-01 17:34:00
274,275,2,45,6,0.8,Plain Papadum,2019-08-01 17:34:00
275,276,1,46,77,5.95,Cauliflower Bhajee,2019-08-01 13:33:00
276,277,1,46,118,8.95,Dhansak - Chicken,2019-08-01 13:33:00
277,278,2,46,65,5.95,Tarka Dall,2019-08-01 13:33:00
278,279,1,46,78,5.95,Saag Dall,2019-08-01 13:33:00
279,280,2,47,93,7.95,Vindaloo - Chicken,2019-08-01 12:33:00
280,281,1,47,34,3.95,Special Fried Rice,2019-08-01 12:33:00
281,282,1,47,11,2.6,Plain Naan,2019-08-01 12:33:00
282,283,1,47,73,5.95,Bombay Aloo,2019-08-01 12:33:00
283,284,1,48,170,9.95,Lamb Biryani,2019-07-31 21:10:00
284,285,1,48,176,9.95,Chicken Biryani,2019-07-31 21:10:00
285,286,1,48,73,5.95,Bombay Aloo,2019-07-31 21:10:00
286,287,1,48,14,2.95,Peshwari Naan,2019-07-31 21:10:00
287,288,1,49,133,8.95,Dhansak - Lamb,2019-07-31 20:35:00
288,289,1,49,102,8.95,Korma - Chicken,2019-07-31 20:35:00
289,290,1,49,11,2.6,Plain Naan,2019-07-31 20:35:00
290,291,1,49,15,2.95,Pilau Rice,2019-07-31 20:35:00
291,292,2,50,15,2.95,Pilau Rice,2019-07-31 20:11:00
292,293,2,50,103,8.95,Chicken Tikka Masala,2019-07-31 20:11:00
293,294,1,50,94,7.95,Madras - Chicken Tikka,2019-07-31 20:11:00
294,295,2,50,28,3.95,Onion Bhajee,2019-07-31 20:11:00
295,296,1,51,105,8.95,Chicken Tikka Jalfrezi,2019-07-31 20:05:00
296,297,1,51,15,2.95,Pilau Rice,2019-07-31 20:05:00
297,298,1,51,11,2.6,Plain Naan,2019-07-31 20:05:00
298,299,1,51,16,2.95,Green Salad,2019-07-31 20:05:00
299,300,1,52,60,4.95,Sheek Kebab,2019-07-31 19:54:00
300,301,1,52,171,9.95,Vegetable Biryani,2019-07-31 19:54:00
301,302,1,52,54,4.95,Aloo Chaat,2019-07-31 19:54:00
302,303,1,52,219,11.95,Madras - King Prawn,2019-07-31 19:54:00
303,304,2,52,15,2.95,Pilau Rice,2019-07-31 19:54:00
304,305,1,52,167,9.95,Butter Chicken,2019-07-31 19:54:00
305,306,1,52,6,0.8,Plain Papadum,2019-07-31 19:54:00
306,307,1,53,103,8.95,Chicken Tikka Masala,2019-07-31 19:35:00
307,308,5,53,11,2.6,Plain Naan,2019-07-31 19:35:00
308,309,1,53,148,8.95,Rogon - Chicken,2019-07-31 19:35:00
309,310,1,53,110,8.95,Chicken Tikka (Main),2019-07-31 19:35:00
310,311,2,53,94,7.95,Madras - Chicken Tikka,2019-07-31 19:35:00
311,312,1,53,19,2.95,Garlic Naan,2019-07-31 19:35:00
312,313,1,53,73,5.95,Bombay Aloo,2019-07-31 19:35:00
313,314,1,53,74,5.95,Saag Aloo,2019-07-31 19:35:00
314,315,1,53,30,3.95,French Fries,2019-07-31 19:35:00
315,316,2,53,15,2.95,Pilau Rice,2019-07-31 19:35:00
316,317,3,53,28,3.95,Onion Bhajee,2019-07-31 19:35:00
317,318,4,54,6,0.8,Plain Papadum,2019-07-31 19:31:00
318,319,1,54,1,0.5,Mint Sauce,2019-07-31 19:31:00
319,320,1,54,174,9.95,Chicken Tikka Karahi,2019-07-31 19:31:00
320,321,1,54,81,5.95,Mushroom Bhajee,2019-07-31 19:31:00
321,322,2,54,18,2.95,Plain Rice,2019-07-31 19:31:00
322,323,1,55,53,3.95,Chicken Tikka,2019-07-31 19:17:00
323,324,1,55,70,5.95,Royal Paneer,2019-07-31 19:17:00
324,325,1,55,19,2.95,Garlic Naan,2019-07-31 19:17:00
325,326,1,55,22,2.95,Bottle Diet Coke,2019-07-31 19:17:00
326,327,1,56,102,8.95,Korma - Chicken,2019-07-31 19:05:00
327,328,1,56,14,2.95,Peshwari Naan,2019-07-31 19:05:00
328,329,1,56,29,3.95,Lemon Rice,2019-07-31 19:05:00
329,330,1,56,36,3.95,Mushroom Rice,2019-07-31 19:05:00
330,331,1,56,193,9.95,Lamb Sylhet,2019-07-31 19:05:00
331,332,2,57,7,0.8,Spicy Papadum,2019-07-31 19:02:00
332,333,1,57,4,0.5,Red Sauce,2019-07-31 19:02:00
333,334,1,57,18,2.95,Plain Rice,2019-07-31 19:02:00
334,335,1,57,131,8.95,Dupiaza - Chicken Tikka,2019-07-31 19:02:00
335,336,1,57,8,1.95,Chapati,2019-07-31 19:02:00
336,337,1,58,135,8.95,Saag - Chicken,2019-07-31 18:58:00
337,338,1,58,66,5.95,Saag Paneer,2019-07-31 18:58:00
338,339,1,58,45,3.95,Saag Rice,2019-07-31 18:58:00
339,340,1,59,60,4.95,Sheek Kebab,2019-07-31 18:50:00
340,341,3,59,6,0.8,Plain Papadum,2019-07-31 18:50:00
341,342,1,59,122,8.95,Lamb Tikka Masala,2019-07-31 18:50:00
342,343,1,59,15,2.95,Pilau Rice,2019-07-31 18:50:00
343,344,1,59,13,2.95,Keema Naan,2019-07-31 18:50:00
344,345,1,59,30,3.95,French Fries,2019-07-31 18:50:00
345,346,1,60,42,3.95,Keema Rice,2019-07-31 17:16:00
346,347,1,60,73,5.95,Bombay Aloo,2019-07-31 17:16:00
347,348,1,60,91,7.95,Madras - Lamb,2019-07-31 17:16:00
348,349,1,61,170,9.95,Lamb Biryani,2019-07-31 13:55:00
349,350,1,61,144,8.95,Lamb Tikka Chilli Masala,2019-07-31 13:55:00
350,351,1,61,19,2.95,Garlic Naan,2019-07-31 13:55:00
351,352,1,62,185,9.95,Paneer Tikka Sizzler,2019-07-30 21:05:00
352,353,1,62,48,3.95,Vindaloo Sauce,2019-07-30 21:05:00
353,354,1,62,18,2.95,Plain Rice,2019-07-30 21:05:00
354,355,1,62,30,3.95,French Fries,2019-07-30 21:05:00
355,356,1,63,182,9.95,Chicken Mysore,2019-07-30 20:10:00
356,357,3,63,19,2.95,Garlic Naan,2019-07-30 20:10:00
357,358,1,63,180,9.95,Lamb Chilli Garlic,2019-07-30 20:10:00
358,359,1,64,54,4.95,Aloo Chaat,2019-07-30 19:55:00
359,360,1,64,217,11.95,Tandoori Mixed Grill,2019-07-30 19:55:00
360,361,1,64,10,2.6,Tandoori Roti,2019-07-30 19:55:00
361,362,1,65,63,5.95,King Prawn Puree,2019-07-30 18:43:00
362,363,1,65,6,0.8,Plain Papadum,2019-07-30 18:43:00
363,364,1,65,163,9.95,Chicken Shashlick,2019-07-30 18:43:00
364,365,1,65,64,5.95,Bhindi Bhajee,2019-07-30 18:43:00
365,366,1,65,27,3.95,Dhansak Sauce,2019-07-30 18:43:00
366,367,2,66,28,3.95,Onion Bhajee,2019-07-30 18:43:00
367,368,1,66,65,5.95,Tarka Dall,2019-07-30 18:43:00
368,369,1,66,66,5.95,Saag Paneer,2019-07-30 18:43:00
369,370,1,66,67,5.95,Baingan Hari Mirch,2019-07-30 18:43:00
370,371,1,67,90,7.95,Madras - Chicken,2019-07-30 18:38:00
371,372,1,67,29,3.95,Lemon Rice,2019-07-30 18:38:00
372,373,1,67,7,0.8,Spicy Papadum,2019-07-30 18:38:00
373,374,1,67,30,3.95,French Fries,2019-07-30 18:38:00
374,375,1,68,1,0.5,Mint Sauce,2019-07-30 18:33:00
375,376,1,68,2,0.5,Lime Pickle,2019-07-30 18:33:00
376,377,2,69,3,0.5,Mango Chutney,2019-07-30 18:01:00
377,378,1,70,4,0.5,Red Sauce,2019-07-30 17:35:00
378,379,1,71,5,0.5,Onion Chutney,2019-07-30 17:00:00
379,380,1,71,4,0.5,Red Sauce,2019-07-30 17:00:00
380,381,1,72,4,0.5,Red Sauce,2019-07-29 22:21:00
381,382,1,73,3,0.5,Mango Chutney,2019-07-29 20:03:00
382,383,1,74,1,0.5,Mint Sauce,2019-07-29 17:20:00
383,384,1,75,3,0.5,Mango Chutney,2019-07-28 20:00:00
384,385,1,75,1,0.5,Mint Sauce,2019-07-28 20:00:00
385,386,1,75,5,0.5,Onion Chutney,2019-07-28 20:00:00
